"Name_source","Name_English","Name_Indo","Name_Other","Manager","Investor_1","Investor_2","Sources","ScrapedContent","SearchTerm"
"Kawasan Industri Aceh - Ladong","","Kawasan Industri Aceh Ladong","","PT. Pembangunan Aceh","","","https://regionalinvestment.bkpm.go.id/pir/peluang-investasi/detail/?id=864
(Broken) https://kemenperin.go.id/artikel/22941/Kemenperin-Dorong-Masuknya-Investor-ke-Kawasan-Industri-Ladong 
https://www.acehportal.com/news/kawasan-industri-aceh-kia-ladong-jadi-magnet-pengembangan-industri-di-aceh/index.html 
https://www.youtube.com/watch?v=QtTH5HiZNc0
https://humas.acehprov.go.id/24697-2/
(Archived link, 11/27/23) https://web.archive.org/web/20231127172956/https://kemenperin.go.id/kawasan 
https://regionalinvestment.bkpm.go.id/pir/peluang-investasi/detail/?id=864#areaPeta
","","listrik"
