LocID,LocName,Lat,Long,PortsUnknown,PortsAvail,PortsInUse,PortsWorking,PortsOffline,PortsPending,Level3Ports,Level2Ports,Level1Ports,isPassportEnabled,isEvCloud,NetCount,NetTesla,FirstOfNetCode,AccessCode,LocationTag,address,OSMPlaceType
111424.0,"""21040 Califa Street""",34.17656,-118.591346,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"21040 Califa Street, Woodland Hills, California 91367, United States",Unknown
53070.0,"""SMSD Center for Academic Achievement""",39.001196,-94.680703,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"8200 West 71st Street, Overland Park, Kansas 66204, United States",ChargePoint
165078.0,"""Executive Towers West I""",41.8282,-88.02282,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,1.0,0.0,17.0,2.0,,"1431 Opus Place, Downers Grove, Illinois 60515, United States",Unknown
160387.0,"""Circle K - Peotone""",41.3239294,-87.8160256,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,0.0,64.0,2.0,,"700 Oriole Drive, Peotone, Illinois 60468, United States",Unknown
42096.0,"""OneEleven - Chicago""",41.8865153,-87.6314343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,2.0,,"107 West Upper Wacker Drive, Chicago, Illinois 60601, United States",building: OneEleven
81148.0,"""Computer Tutor""",39.9708207,-77.6328287,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,1.0,2.0,,"46 Cornertown Road, Chambersburg, Pennsylvania 17201, United States",Unknown
153193.0,"""ILS Technology LLC""",26.394899,-80.112424,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"5300 Broken Sound Boulevard Northwest, Boca Raton, Florida 33487, United States",office: telit
156028.0,"""8300 Northwest 36th South""",25.8069771,-80.3311359,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,1.0,0.0,30.0,0.0,,"3600 Northwest 82nd Avenue, Doral, Florida 33166, United States",Unknown
135631.0,"""Royal Farms - Supercharger""",39.489165,-76.256099,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,"2694 Tobin Crossing, Bel Air, Maryland 21015, United States",Royal Farms
105044.0,"""Kaiser's Grateful Bean Cafe""",35.4786111,-97.5216667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,17.0,2.0,,"1039 North Walker Avenue, Oklahoma City, Oklahoma 73102, United States",Kaisers Grateful Bean
104145.0,"""Bliss Construction""",42.9659532,-78.70098381,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,,1.0,0.0,1.0,2.0,,"33 Caesar Boulevard, Amherst, New York 14221, United States",Unknown
163104.0,"""Kirts Boulevard Troy""",42.55580977,-83.15182045,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,,1.0,0.0,60.0,2.0,,"245 Kirts Boulevard, Troy, Michigan 48084, United States",Unknown
37680.0,"""Franklin D. Reeves Building""",38.917564,-77.032504,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"2000 14th Street Northwest, Washington, District of Columbia 20009, United States",Unknown
145560.0,"""Davis Acura""",40.17737369,-74.88192847,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,,"2051 Lincoln Highway, Levittown, Pennsylvania 19047, United States",shop: Davis Acura
134390.0,"""The Crest at Laurel Canyon""",34.268872,-84.5050223,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,1.0,2.0,,"30 Laurel Canyon Village Circle, Canton, Georgia 30114, United States",Unknown
156514.0,"""Commons at Holmdel""",40.410818,-74.145728,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,6.0,1.0,,"2128-2136 New Jersey Highway 35, Holmdel, New Jersey 07733, United States",Unknown
160899.0,"""862 Overlook Court""",37.52861021,-122.3191316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,"862 Overlook Street, San Mateo, California 94403, United States",Unknown
93931.0,"""IHSS""",37.338661,-121.901342,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"399 West Julian Street, San Jose, California 95110, United States",Unknown
158378.0,"""Santa Barbara County Public Administration""",34.92303777,-120.4282929,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,1.0,0.0,40.0,0.0,,"511 Lakeside Parkway, Santa Maria, California 93455, United States",Unknown
128793.0,"""Ridgeway Deck Station""",34.003112,-84.147541,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"3609 Ridgeway Road Northwest, Duluth, Georgia 30096, United States",Unknown
132426.0,"""BWH 5 Francis""",42.33481,-71.10508,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,1.0,0.0,17.0,2.0,,"5 Francis Street, Boston, Massachusetts 02115, United States",Brigham and Women's Hospital
124695.0,"""Captain’s House""",33.371515,-79.293666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,12.0,2.0,,"1528 Winyah Street, Georgetown, South Carolina 29440, United States",Unknown
73741.0,"""FLO | EVC269 | SLID 168570 | 11816 W Major St""",33.984598,-118.40054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,3.0,2.0,,"11810 Major Street, Culver City, California 90230, United States",Unknown
108635.0,"""The Sunset / Equinox""",34.09271,-118.378357,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"8580 West Sunset Boulevard, West Hollywood, California 90069, United States",Unknown
82715.0,"""73 Meacham Street""",42.706637,-73.202911,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"72 Meacham Street, Williamstown, Massachusetts 01267, United States",Unknown
163638.0,"""2440 Enterprise Way""",49.885711,-119.432692,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,1.0,0.0,28.0,2.0,,"2440 Enterprise Way, Kelowna, British Columbia V1X 6X6, Canada",Unknown
80855.0,"""Westmount - Centre communautaire Victoria Hall""",45.481111,-73.600544,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,4.0,2.0,,"4646 Rue Sherbrooke Ouest, Westmount, Quebec H3Z 2Z8, Canada",Circuit électrique
118565.0,"""Lexington Park Ford""",38.289667,-76.488501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,17.0,2.0,,"22659 Three Notch Road, California, Maryland 20619, United States",shop: Lexington Park Ford Lincoln
131135.0,"""Cle Elum WA Supercharger""",47.18917,-120.90276,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,1.0,12.0,12.0,2.0,,"511 Airport Road, Cle Elum, Washington 98922, United States",Tesla Supercharger
161589.0,"""Bay Area Rural Transit Phillips""",45.6907511,-90.3993808,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,1.0,0.0,44.0,2.0,,"146 Balsam Street, Phillips, Wisconsin 54555, United States",Unknown
32832.0,"""Town of Carberry""",49.868028,-99.358946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,17.0,2.0,,"122 Main Street, Carberry, Manitoba R0K 0H0, Canada",Carberry-North Cypress Library
82618.0,"""Blanding UT Supercharger""",37.625553,-109.473841,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,4.0,12.0,2.0,,"12 North Grayson Parkway, Blanding, Utah 84511, United States",Unknown
149001.0,"""Gene Messer Hyundai""",33.557861,-101.940656,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,1.0,0.0,2.0,2.0,,"4025 West Loop 289, Lubbock, Texas 79407, United States",shop: Gene Messer Hyundai
